"S01 - สำนักงานใหญ่","","","","","",""
"","ใบขาย","22/02/2559","SO-S01-59-0000214","ร้านปิโย เทเลคอม","",""
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,918,277.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,934,092.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,970,252.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,982,661.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,983,222.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,984,246.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,984,659.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,984,709.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,985,375.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,985,730.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,986,373.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,987,256.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,996,695.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,997,271.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,997,412.00","SAM"
"","","01MBSAMA710GD05","Samsung Galaxy A7 (2016)  Gold","","356,825,074,997,446.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,420,936.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,475,278.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,511,080.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,519,539.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,564,543.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,568,288.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,568,486.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,568,528.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,568,551.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,568,874.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,572,066.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,572,736.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,572,926.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,572,959.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,618,711.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,632,563.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,632,589.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,738,345.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,739,103.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,855,784.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,855,958.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,856,311.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,866,138.00","SAM"
"","","01MBSAMA710WH05","Samsung Galaxy A7 (2016)  White","","356,825,074,866,195.00","SAM"
"","ใบขาย","23/02/2559","SO-S01-59-0000215","บริษัท ชัวร์ไลฟ์ เทเลคอม จำกัด","",""
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,086,513.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,086,570.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,087,016.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,087,024.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,087,073.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,087,669.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,087,925.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,088,006.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,088,063.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,089,020.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,089,137.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,090,432.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,092,891.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,722,752.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,722,786.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,723,099.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,725,078.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,726,761.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,726,779.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,729,518.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,947,995.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,951,419.00","SAM"
"","","01MBSAMJ200GD05","Samsung Galaxy J2 Gold","","354,741,075,951,427.00","SAM"
